Underground Temperature (°C),Target Object Temperature (°C),Humidity (%),Distance (cm),Proximity,Motion Detected,Human Presence
15.441136008644616,30.38160424878819,51.062443920316504,73.31358230669974,1,1,1
16.92443203894952,32.15070527610234,55.24075473776298,88.5352396891291,1,1,1
13.704403850054547,36.139579722043216,49.11318570088548,247.99095089340324,0,0,0
16.2095059410324,37.92073173761503,41.20296931191162,88.53030675332795,1,0,0
18.275205651920885,38.58473561281777,47.86504024136517,286.66454451073474,0,1,0
16.766984458755203,24.315948557542935,45.971997774608816,101.95367742783421,0,1,0
16.020544609289427,38.0276353485698,52.15934643224154,194.35284388259316,0,1,0
13.196507694341406,32.30396805605171,54.468700627558555,290.5182591561335,0,0,0
13.75918235343622,36.941802411876196,49.73019807498898,143.85605588649167,1,0,0
17.05370912578356,36.335089910277304,53.08419285233915,106.05490206418031,1,1,0
17.136768699769448,27.513608102330153,67.56728236423477,285.40288539490376,1,0,0
13.398083519880354,22.67206719406348,48.86401388193143,174.1795928262618,1,0,0
19.628347407848214,39.34176358460617,58.07001319036803,208.1879579022775,0,1,0
18.835739166185725,39.250994263060704,42.063062177178026,56.496285512991,1,1,1
18.413522965472538,24.856016149594588,58.49750965968097,99.32773810044674,1,1,1
13.229964946073695,22.159657440885432,45.5135404664468,234.9386991056922,1,1,0
14.399317085289614,22.16649801347127,67.55128624090878,156.84659649897782,1,1,0
18.958078236208117,37.89065546148532,67.45160936199795,294.0760701041903,0,0,0
15.495335050291347,22.2153358367971,49.669980823682934,99.15005711033109,0,0,0
17.40295318609372,31.903908264168532,47.17933536063129,120.47050788146082,1,0,0
16.475215891862355,22.808970572724412,47.91498574425949,159.25038021682164,0,0,0
19.711250156173495,37.876882148382286,62.45993340594721,240.34623123769148,0,1,0
17.528644437492876,32.90367336383647,43.609069443560266,63.7760696870925,0,0,0
12.851679448794979,30.75796643606327,47.552187231330386,108.38510533897906,1,1,0
18.49999489651065,36.13043629571103,61.3607325862196,84.85635231102779,0,0,0
16.36638552745837,26.78519661796793,55.672759494774944,152.0706489698091,1,1,0
11.219868740695532,25.566560809703383,62.67613011721495,224.90327994129632,0,1,0
12.522701063955003,25.221267365156493,47.85764767883996,286.16112568241454,1,0,0
18.96325764831435,29.418472071359925,40.413775898872444,230.21058859401757,0,0,0
12.76903458650229,31.602026577911023,44.59925093039151,189.6007137277253,0,0,0
13.599056342363728,39.497537579849606,40.25610604346393,284.70423708699076,0,0,0
16.265208495219042,32.330332909378924,43.67846924886394,180.92675825675195,1,1,0
16.906137694855847,20.906352915410547,44.06907171920864,205.39811114165235,0,0,0
16.68538999792639,22.330159663581956,64.36730276378236,150.6620390245974,1,0,0
18.310874352254793,28.521452356819864,43.73939508739581,138.57261580317243,1,1,0
10.442888311960154,27.18002599671592,68.79018098515043,122.44379147871705,1,0,0
12.085223324960815,38.854270425503415,51.32161498859579,139.09137611343186,0,1,0
14.87023310775686,32.416014577305894,60.08582884888316,134.80383852525105,1,0,0
13.625592078831405,34.838602144119584,59.65463663606642,103.7849717016876,1,0,0
15.749816914023384,34.35606635940396,60.57191755058935,229.4992211003347,0,0,0
16.383645861721934,25.916334051924203,54.17612910340707,154.63830848818264,1,1,0
14.461945056706664,36.96319049122781,57.33034963800016,166.02690550619263,1,1,0
16.383305435033165,37.51701837718805,60.67656170011046,197.44365462103696,1,0,0
13.991860947578374,32.45388483336393,56.031710261896094,277.77494455279566,0,1,0
13.22971612051482,21.678807550943635,66.81795929963066,65.72265755135032,0,0,0
12.198048420544662,35.34213672514996,60.2092608577679,195.25177068593837,0,1,0
17.74177264919166,38.07794696052823,53.881438547933215,155.56384009220804,0,1,0
12.916932611215605,29.996856650078122,66.82469099835116,103.71486239514917,1,1,0
15.516032515911762,31.386412927966962,54.79695647254021,227.61275132748693,0,0,0
15.212176280488848,27.540136597134577,47.80094304626709,235.08820315207805,1,0,0
13.822850648088536,31.242416914390574,61.479088287596475,148.58584564092826,0,1,0
10.380462223136227,32.11790313628857,48.96674699723031,254.7963089293009,1,0,0
12.98245415206278,28.25242317794467,59.395315356018166,140.99523161550604,0,1,0
17.87932982309163,24.623817953400987,60.261438689228726,175.75144268888158,1,0,0
19.84004695144946,31.10457778859881,60.22294793143149,215.72773859908244,0,0,0
11.567077931635549,31.84183236594707,59.55443592124809,273.7423290496506,0,0,0
11.191846675052687,33.03768672851899,46.89061566225294,106.08497220582751,1,0,0
19.566368294701693,36.34532577437563,47.722628621030154,92.84528226631755,1,0,0
14.14830307924589,27.415898317693255,50.48401203755133,288.2763241262041,1,0,0
14.764310492809042,36.22874584168049,40.898832901478244,120.3184823679707,0,0,0
14.836226942056953,28.350444584341297,45.68315402348088,74.58403872264051,0,1,0
15.06457254355469,30.46157056819861,62.95408433027279,182.96452063562572,0,0,0
13.790494363758784,29.85927093395135,64.32083184855169,170.70877358407262,0,0,0
18.402331045644644,26.056497447586256,69.25444588011209,63.59404992758432,0,0,0
19.726124878832138,35.6724753538649,50.26235186591463,128.91620543806613,0,0,0
13.836277771327975,28.13136793871326,61.42165939231252,174.85971815887478,0,1,0
16.48565276320574,37.027687576775435,41.438226829949315,137.9799543634797,1,0,0
11.134568588521331,22.328689415287492,56.825786052003934,254.57307098570692,0,0,0
16.867810936693914,31.867174925412044,62.89244872230826,255.55346135439157,1,0,0
15.705597488217771,37.69777082470459,66.56803481678827,149.52806279771826,1,1,0
10.404292860111997,34.667962505162116,60.170015950660954,172.1943337178016,1,1,0
19.46416173885714,26.68313156464498,65.30234138438016,66.75227386450977,1,1,1
15.486180864151876,35.04776478071143,50.24413881646002,231.4907556841971,1,1,0
13.134921058559977,21.01411228295839,45.69541485247167,266.4557905870096,1,1,0
12.179765953957636,26.033874590667963,57.04644015589926,96.57050965762278,0,1,0
11.268626374985939,35.465179661501146,60.90461167153585,102.37705057951271,1,0,0
18.765557954192154,21.28340674439598,44.38039624876688,170.9613093447505,1,0,0
19.013645510619227,28.137924367897476,56.992522929127006,171.60734087293397,1,1,0
16.902897774790855,32.04854891814144,51.39362932865341,209.6070357545761,1,1,0
16.394185126527727,25.59224635701619,42.23817028954158,186.0821114131969,1,1,0
16.493478648166246,37.49263059724514,57.81159465564383,84.8780638128289,0,0,0
15.279181970795133,33.727720589034895,60.29739324629395,258.5024550924295,0,1,0
17.05047426546006,26.273404854515174,52.19325954505938,235.59514591878934,0,1,0
10.974466186675107,33.76960034243609,46.08910133262548,217.88247812091333,0,0,0
10.613023678949258,36.37413815278851,44.96604507813368,221.01775762438393,1,0,0
13.020423924201733,28.13682356594755,48.15790866791174,156.170909535264,1,0,0
16.58574605514839,37.3585863062418,67.65308945339414,106.50228395546597,1,0,0
14.959800262586754,21.749077868487074,69.31513851513446,217.6023776234909,1,1,0
16.208334290111615,24.50909170696457,52.49764173538494,172.2806819015201,0,0,0
18.386329447821296,31.667310353747343,47.57346596943094,166.06453020181573,1,0,0
17.478503134734034,33.24787425303213,55.45677874012816,76.8712712910758,1,1,1
16.88001182324521,21.25140666061403,67.2352690344187,212.2268927543348,0,0,0
11.25183850231004,37.41778488929846,52.12466319807275,180.83300491335012,0,1,0
12.168786012603316,31.846132890106887,63.660419428842516,272.634499650678,1,1,0
18.856007539640267,27.980183748673035,58.42537840445376,257.9778829158871,1,1,0
12.86914477378412,22.05998807351072,48.739219177122756,129.46216247254765,0,1,0
15.228796383119388,32.62341586628505,41.39086716749788,242.18075851889483,0,0,0
18.237614550688786,38.19653475503968,61.60940118054691,197.52725974040413,0,0,0
18.08450487775604,31.438040280231363,41.04760423740755,110.39760003773648,0,0,0
19.715555786946098,31.86511634765122,67.40802803067137,202.15908529467828,0,1,0
12.693952184663834,32.23869664785805,60.40182254329986,145.55622481871944,1,1,0
18.214744418482965,28.36781010318387,47.77621859932937,64.80589265395612,1,1,1
12.705945335115977,39.01675813946741,63.12513445452913,114.12155580635873,0,0,0
16.333723417302895,39.329004275149615,46.01573468573791,205.0886528092829,1,0,0
14.254308701087954,29.84411492048771,65.78224148912919,56.77548859005652,1,1,1
11.74683038713126,29.158244974658917,44.22270372664247,203.2464213280823,1,0,0
19.13383688991253,21.089118625624764,45.248866400981846,250.3070642900122,1,1,0
11.29194015372018,35.36772755257206,45.69774148103097,61.28201199329756,1,1,1
19.25733617656327,22.039462881912176,59.565879933682396,230.4933479827681,1,1,0
17.216519924545675,24.96949925020468,57.9984755770576,207.59193409421232,1,1,0
11.993845373163369,35.617291895451245,65.20017573503864,200.60024116834586,1,1,0
17.92368164621251,29.6858252904837,61.10867286121095,84.24490294999407,0,1,0
11.385418034092154,32.353348511220986,62.5060655142934,291.35830164355775,1,0,0
12.976956836454288,20.80467142070022,44.04442690533193,170.3304949718239,0,1,0
11.009322215517681,36.80294177144603,63.71948599102289,247.3286846124305,1,0,0
14.890345079357946,22.61998703210734,57.637594001947306,81.78301916693248,1,1,1
13.141933435812728,37.060914617399774,66.13983510283292,276.46397919752536,1,1,0
16.843264038592885,36.12864862417277,54.76437918564831,184.00811783311048,1,1,0
17.907998539165412,27.772434820608925,63.50785980566628,128.40322088873958,1,0,0
13.246932941597322,27.920835412489332,52.76961527323628,290.13153056764503,0,1,0
11.198954393672029,25.02801592585614,57.79628724800358,105.43520654701264,0,0,0
19.129749938766885,21.734697425983516,68.02063842613812,81.97025488500043,0,1,0
10.863834828115005,23.53398310271747,42.872313609298324,250.909013410902,1,0,0
18.552626496627937,30.539202390439975,44.883535276731166,90.25683014639722,0,0,0
10.803959901681353,27.483004452614054,61.924665491864644,262.1612874511976,0,1,0
10.676019686179462,28.766151647950153,43.75051316278887,258.2273545355484,1,0,0
14.72182019687827,36.52176305085331,54.40985429788341,161.38448015070455,0,1,0
19.856202439785655,24.19371281901308,67.32042524387424,238.51542230227057,1,0,0
13.81629532731449,35.767435844424924,68.58895011206272,186.22256441781354,1,0,0
12.243677333071247,34.80011045616041,60.81314080699325,215.7551287157371,1,0,0
10.527930540817103,25.614891224030217,66.05408936378146,252.20658166046826,1,0,0
11.27025438759374,34.97474979238788,46.23367285799604,234.7392976429291,1,1,0
18.02533299212207,31.68706729618638,55.74805949725604,215.41287306554523,1,1,0
17.32668578672614,39.467833116899044,46.324922576476425,244.09425817224593,0,0,0
19.511854330355384,22.0889195939054,54.31310001366103,217.27198919882176,0,1,0
11.097976468419375,35.58431396663347,47.43258977932395,96.64466616267029,0,1,0
16.33951944776112,23.200881111115542,57.02151914533248,274.09421914624727,1,1,0
18.245923456909313,28.0032271370692,47.76047659554884,59.25879998752956,1,1,1
18.517625467017464,32.29357269131279,52.95032925940689,285.05273224607043,0,1,0
15.479834339687672,34.47790968544909,43.69537166605057,108.75969170181924,0,1,0
19.80607093752812,26.25420016582588,43.84525140086438,137.2977529680918,1,1,1
19.20170339327663,30.665783253877173,62.52295780515959,163.94136775285955,1,0,0
18.865634325498363,33.14799277857183,62.66125650545748,185.3762818580136,1,0,0
15.411457615686258,21.79245762372622,45.360665584406696,124.98033323180711,0,1,0
17.336152503797546,28.88096364774268,51.282533199133994,188.48812281999443,0,1,0
17.066052885804794,29.090743146463534,42.769199496367875,197.1713321384634,1,1,0
15.520476828014422,21.43955190072563,65.23611138187623,220.1219211488667,1,0,0
18.186213444797126,24.76104170423962,58.17601674280618,288.86424371332805,0,0,0
17.444595893316343,25.172581908955145,43.20811527157189,90.98100616788699,1,1,1
17.169163695025347,30.811483440620083,51.93141892525657,220.6998619721047,1,1,0
17.208843293564758,36.815118971755666,51.31959118128931,202.44617948166996,1,0,0
15.557727483252428,33.571281609437165,60.82595076477185,254.14084378241228,0,0,0
14.584146759881026,24.49052597503275,58.14730216536138,214.19671124586125,0,1,0
16.41295277057074,37.0618263740659,61.34172919218031,63.79224392090438,1,1,1
15.317274847259643,24.541392624408676,67.13162056717286,121.67927310226932,1,0,0
19.77231014056659,24.539259709819575,64.96693211309791,60.01872095544248,0,0,0
13.147614494769503,33.90573345449486,46.46875692495808,272.17879700998185,1,1,0
15.70604980185476,35.69780210681377,64.23083284705552,164.12145109054515,0,0,0
18.637995367804837,23.386497677546583,55.62875525245751,169.17600235449024,1,1,0
12.7779956400217,30.47083553233093,40.33821376912412,214.46362614694237,1,1,0
12.418994211488538,37.68238483922825,65.623395780198,199.7855773837661,1,1,0
13.682745667352496,35.03492985385897,48.245960133488595,244.86066138983944,0,1,0
17.576357642034136,36.74568737254985,51.35923392253103,239.03756619406659,0,0,0
15.8431342683069,21.93307542877762,46.01764222824013,146.07633485676854,0,1,0
16.6647896475187,35.36881063357356,65.09255384004055,123.13548041935101,1,1,0
18.269023493444024,29.705217507471488,41.64617393450744,270.498770007608,0,0,0
13.780335981912508,28.8577429187906,56.78190476111652,63.82231977601803,0,1,0
17.264949571687875,35.11162317615535,68.09574911112986,218.00391080523667,1,0,0
14.482941516013176,26.541792648453697,53.678817897601334,193.46586332645046,0,0,0
18.479189683137413,26.045944297240027,51.61264183774104,285.14267202749903,1,1,0
17.86604599524501,28.565444669166112,63.73749326511667,251.42266793317464,1,1,0
15.506237934801547,29.2817027358248,64.67213923081277,184.8557246820908,0,0,0
18.688603332695905,35.598161017945344,54.55108411922112,56.13458931902424,0,0,0
18.845421817515565,36.11002104512879,60.52888314507277,79.85276315657357,1,0,0
13.35638349310007,21.058273472710965,65.93017949531607,85.44423029919395,0,0,0
13.91454317228213,34.09976792103231,49.51632869647337,78.69319716168755,1,0,0
18.897605118951777,34.21223367866784,65.13841925768506,150.198739902157,0,0,0
13.968702787218499,29.331341672290996,48.531723068074776,267.68875915382665,0,0,0
13.083255745278745,36.325969073663295,49.43579130391293,256.59917525099496,0,1,0
18.49729190992138,34.30474078210874,60.38816139800732,185.8983273964423,0,1,0
12.402683016446328,21.544950463542776,54.32406654906856,106.14838234460852,0,1,0
18.407468002149873,25.429601731370603,43.60015467175437,147.26988180308103,1,0,0
15.934639293766537,22.07574216842077,69.59142664799757,91.69090048250999,0,0,0
10.568752853727684,29.099854293254303,54.70473191817953,104.42031859845395,1,1,0
16.147875363694617,23.61609346177542,65.44880687642262,102.19038490287019,0,0,0
19.157772184631085,21.248146485155065,62.378231303684444,223.37941990497393,1,0,0
12.088384414234389,28.035384377888338,55.85447523106812,152.25573617724893,1,1,0
14.282077015551486,34.32942473517472,68.26866199812017,87.73593500203049,1,1,1
10.61916036215304,37.316539451636224,60.231022780270095,63.20694253138259,0,0,0
16.009069272188185,24.86851892103787,68.86685302975874,133.7238110114849,1,1,0
16.73849774059733,33.94117265918219,45.72659210958602,254.24488103744687,1,0,0
18.410860243165402,22.605077855639625,63.94305260627114,153.06517335507556,1,0,0
10.827565786624625,36.7046618300796,47.39921632905014,290.6159170739088,0,1,0
19.57079806394716,26.22641848011809,43.310475612169256,280.73114048476367,0,0,0
19.37866087768157,26.04850289317705,52.09909691435551,142.0824282346139,0,1,0
12.084929452446264,25.402465068957873,41.69941638089536,87.02207060766159,0,0,0
12.974954138540909,32.222170324698524,57.3704154745853,242.89961331742614,0,0,0
11.452506433971172,21.629109955162935,41.5478629522267,72.03294453554308,0,0,0
19.0027318816743,35.10259452673003,66.9399303705021,106.16375103834349,0,0,0
15.095184386024462,34.368974846291145,66.94388175788997,231.05823460905793,1,0,0
16.003775053830392,36.374747782158764,47.752306189273675,173.27241701968558,1,1,0
15.392630952832866,34.777261597209275,60.654572325049685,113.64216358569449,1,1,0
19.27248398493345,35.03342222565934,67.4291396033629,61.004428311352804,0,1,0
19.847075340850534,31.796859685096003,59.90732384962925,206.03230968674472,1,0,0
17.621760423179495,26.072185105266588,63.090383084913384,226.79953446868808,0,1,0
15.053770694722452,21.508090995593335,43.65389708024127,128.90797560390376,1,1,0
14.643477321445133,37.009786847419385,62.89800309553503,166.07493103274635,1,0,0
19.27242992710657,27.682275887909594,43.11316717642698,256.1102275392322,1,0,0
11.50406812708349,27.229194447149716,47.605267562493864,74.18592145867899,0,1,1
19.227166085795545,31.99007966698229,56.6910740858206,56.40713982820665,0,0,0
15.738445393002912,29.022062855801337,48.02263779862394,219.93871572363884,0,0,0
11.663145856383967,22.497597311708617,57.50085315907883,113.97977214314176,0,0,0
15.034910192914401,34.744197295204856,65.68631055971031,253.02433437119657,1,1,0
11.844808397715244,26.368412942869153,65.02821018653418,109.75327242345833,0,1,0
12.0619392714293,23.623483180377317,64.99372704110385,151.03120082869293,0,0,0
12.494118200214533,36.812692937009416,46.57383498903814,231.14571168041158,1,1,0
11.140947662642542,35.10186076124776,41.36584622094887,153.0791565714157,0,0,0
10.983343639708242,29.73374607763573,53.88398581008224,241.8222582310491,0,0,0
10.935921557948085,32.913468898053665,62.31548772319522,282.93691234763645,1,1,0
12.304247844721885,23.80536899632639,56.972760499735344,169.9588530264801,0,1,0
17.355222566552392,23.952469416511818,60.62481667932988,198.71115155513388,0,1,0
12.686636301522782,28.452155484766394,59.36053325180426,234.9930177444495,1,0,0
10.57972214630442,24.596212981789172,41.51411862334308,196.38708069445767,1,1,0
15.859817519696415,29.192891680029717,64.80328444213674,55.43617802614277,0,1,0
11.418367871837908,37.748589538285,58.85040701252076,235.30531375560264,0,0,0
11.000703551904824,26.772694204156064,46.58531218556008,166.52039581729645,1,0,0
11.737633684658665,36.01071264915041,46.400750545357724,248.5843787678828,0,1,0
18.724122849035595,25.35100315331743,57.51036568288746,278.31624928603026,0,0,0
16.88283717386043,24.35391773764486,66.28390477642921,139.35500286977265,0,1,0
13.233434573074062,26.413586038120002,52.61405088814425,294.2768963159824,1,1,0
17.899309735446476,23.762760330276354,58.78985783625551,289.62128678016,1,0,0
15.173930959743618,35.48030747571342,62.534879536646564,222.81518236528188,1,1,0
11.516148423343202,38.47604676396772,40.406842300547034,196.81601313133535,0,1,0
12.618461038452331,38.02381395847617,42.23687944505566,198.725186534216,1,0,0
17.84158588101414,37.52600404893056,67.09824932550407,233.83001047865605,1,0,0
14.633468740836488,31.923417081984592,65.91494379911748,250.18318540463963,0,1,0
19.486285072226025,35.97880750548646,44.194433300985196,289.2002547111156,1,0,0
12.265026644906797,22.436589390796314,57.34880821454607,133.44234401192813,1,1,0
11.811347519458222,38.87298084698277,61.20264059969092,102.802618571115,0,0,0
15.433106346402479,29.284609682612064,66.70657225241985,282.94518312283554,1,0,0
12.784400872638855,21.934601438748587,43.64297683596272,97.41725582338216,0,0,0
12.968641839447649,31.073799601920484,53.19120565357892,178.21004943271078,0,0,0
15.690521331936907,35.4742806832448,63.08466178201154,224.03431766711196,0,0,0
16.487304920337003,26.43136389408482,60.3684501211656,180.76830667236936,0,0,0
14.76753272950268,20.82080616372661,46.3780680392409,214.65880050152515,1,0,0
15.901988269492318,26.94296074413388,42.9662399847222,147.82697247943247,0,1,0
16.711351741453253,37.13437076940858,65.15922220907211,239.15418767110106,0,0,0
14.238841054815747,33.832583202717814,42.83471534289205,126.85955153000316,1,0,0
17.439409848522537,20.519375612065776,55.25863245252231,78.64441587882905,0,0,0
17.19350589303081,35.00960046425209,42.46561277106232,98.66112813219576,0,1,0
19.28216933421219,26.763985579376715,61.86801958555151,295.46242775095334,1,1,0
18.933459875251735,27.142176016793815,56.40231184372837,182.8929234129642,1,0,0
17.83556990809901,38.20086572462991,69.28790986470756,128.201223176651,0,1,0
19.851129830587826,32.50469281854289,58.24969605838674,271.5925712047304,1,0,0
19.425258901773574,39.235227430950566,65.96164307450192,179.32950881095027,0,1,0
15.07640573032499,36.34806970935795,56.45222536751406,53.31913454178842,1,1,1
12.923039605530636,32.377195241602124,59.28148929022892,281.81049765327117,0,0,0
17.90913177985337,37.69761628751027,51.117675084097364,273.52964927304805,0,1,0
18.23866310884327,35.302741606293225,50.993314112414645,168.9460564769355,1,1,0
19.052565187559164,24.140580609745484,62.73788811749061,258.3800720921101,0,1,0
19.739467953484905,20.891068246286356,68.35845932045783,116.23320823322916,0,1,0
14.432731223357157,28.5560904396366,54.59683895456769,151.40337141330866,0,0,0
10.632937880881624,34.61817574899841,66.05999484217958,228.09430084352266,0,0,0
18.462233637069282,38.53105778102137,41.36545115585188,113.75315570371563,1,1,0
11.034453369713368,27.419730519228633,69.00502379615034,119.33956229915943,0,1,0
19.85171590394483,32.635789575806314,41.257324005077656,171.97645723647662,1,1,0
17.001125209704927,29.58503890446874,61.17383228252002,283.9032161598565,1,0,0
15.84925039770319,32.1335214058912,45.26386620984936,73.7742803828397,0,1,0
18.464509626729104,22.072834784357408,42.8046081677376,191.70382664825678,1,0,0
14.675450334479379,31.74484193400925,54.50136747338415,171.1779588170381,0,1,0
12.675168693170903,31.563239046928896,59.509196952166334,71.17682333611897,1,1,1
19.004254421306122,21.86615173589722,41.98231168435078,275.02507830188296,1,0,0
11.870585065252401,33.53062483551757,46.600855672843316,278.70405845094916,0,1,0
18.55896403200486,34.304725218323924,56.165399852681226,140.05111999807212,0,0,0
12.750699153450757,24.358160034339075,42.947749005040635,294.1152513383428,1,0,0
14.935387056018719,22.67279599392098,57.22794510203008,66.60028956862392,1,0,1
10.786309310310203,28.33308922880551,47.302186930051285,289.14195300343016,0,0,0
15.85678415976419,22.632606423935904,63.63917486019398,224.38850140714095,1,0,0
12.768877749257985,20.90017650508785,69.58364779592436,188.3600351300379,0,0,0
14.669072541478982,31.796274665497442,53.19397162174353,292.10124043045454,0,1,0
15.953221598775148,37.10300869796919,51.87739428294977,272.83577554601015,1,0,0
11.824041166061013,27.393323303197214,51.51738842212454,168.50754612549818,1,1,0
13.0648281710691,37.92492550820245,66.33956374630098,187.299625482193,0,1,0
15.699739301381868,36.39544787169428,45.87546561246068,281.23921468713866,1,0,0
11.095047629401098,28.75195153077152,47.603022520926935,238.58850012650493,0,0,0
10.50616323585342,34.73412285120229,46.83742926992727,114.1850283105554,0,1,0
18.925978099381183,29.66791527162075,46.34549077819207,198.26907344713726,1,0,0
11.048732244826061,31.246502717808987,51.53211751299506,207.97099404386688,1,0,0
14.593136287897021,32.06706084757744,42.48251389964693,127.06626040197945,0,1,0
15.699953812491342,33.183445052986755,47.3152919406876,211.40703195588458,1,1,0
11.470773922700161,38.92411680203881,60.441819703911854,219.92434851308536,0,1,0
19.67830122670241,34.71840621163458,47.48819775608549,219.012513462174,0,1,0
17.68893996036351,24.741782283291016,67.00470570834521,205.32431346356015,1,0,0
15.348505028313225,37.51839655163084,55.44747857229547,143.4388531253508,0,0,0
16.826851653818032,27.976616676292842,54.97504043879744,228.93329655913385,0,0,0
19.428101178894913,29.36389337535834,42.06863794391864,271.36312691309985,1,1,0
17.228926374010165,34.52271633215831,55.16811102964582,204.8472120807412,0,0,0
18.668199472000676,35.847040741650716,47.688993448602275,241.87417394673878,0,1,0
18.96550062537333,22.419512930173603,63.34416476594594,102.55000818840712,0,0,0
15.563247586544932,28.38531781528352,44.1622823935918,275.59065608266445,1,1,0
18.619736999655686,37.29502694842951,43.19845764983835,264.0577241382099,1,1,0
11.004413739190888,37.655609654783675,58.19231044749269,145.79604849132457,0,0,0
18.0538835190548,27.769384191247276,45.966226046270805,290.9617880588736,1,0,0
17.32623773720539,35.58349796639189,66.64882666930932,196.83726158749317,1,1,0
15.874423670033902,29.32470324872711,65.11550454080768,241.5437126849194,0,0,0
16.051015421360702,23.574574636005877,57.71822998025045,147.1897373000404,0,0,0
14.62609103763805,35.18924017457504,61.084796672271935,289.0034173212283,1,0,0
10.243702918548621,29.20886202489021,64.25577772517434,79.00990968943249,0,1,1
12.634694663313374,38.69189812596459,64.29019924371096,219.70686582713046,1,0,0
12.373013222224982,21.41311188923304,46.876448728468176,68.41995513337768,0,1,0
11.303188593987858,31.535866964095643,56.79964463561251,251.54674058148993,1,0,0
15.8335135286648,30.002685385973475,61.950538014333176,198.00780473586548,1,0,0
16.5601530186372,21.757121195040433,41.78640179996262,229.9384766859123,0,0,0
12.905616516268223,37.71043830694465,45.12999529836469,125.66701294504514,0,0,0
17.660038258847774,30.428336943152708,52.87761307570817,124.71369085822177,0,0,0
19.31709506101998,30.16459074522633,60.3377114230036,124.25312140998881,0,1,0
